DataAcc	bamAcc	bamFinal	bname	fname	runID	sampleID	RPKMFile	hasRPKMFile	bamHeader	npkFile	alias	header	genome	RPKMFileSize	BamFileSize	blacklisted
124CS18	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/124C/PhyB-FLAG-in-the-phyb--2-TP2-27_S18/PhyB-FLAG-in-the-phyb--2-TP2-27_S18_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/124C/PhyB-FLAG-in-the-phyb--2-TP2-27_S18/PhyB-FLAG-in-the-phyb--2-TP2-27_S18_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	PhyB-FLAG-in-the-phyb--2-TP2-27_S18_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/124C/PhyB-FLAG-in-the-phyb--2-TP2-27_S18/PhyB-FLAG-in-the-phyb--2-TP2-27_S18_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	124C	S18	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/124C/PhyB-FLAG-in-the-phyb--2-TP2-27_S18/PhyB-FLAG-in-the-phyb--2-TP2-27_S18_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		PhyB-FLAG-in-the-phyb--2-TP2-27	124C_S18_PhyB-FLAG-in-the-phyb--2-TP2-27	Ath-TAIR10	147879	1225487	False
124CS21	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/124C/phyB-FLAG-in-the-phyb-background-control-is-2-TP3-27_S21/phyB-FLAG-in-the-phyb-background-control-is-2-TP3-27_S21_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/124C/phyB-FLAG-in-the-phyb-background-control-is-2-TP3-27_S21/phyB-FLAG-in-the-phyb-background-control-is-2-TP3-27_S21_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	phyB-FLAG-in-the-phyb-background-control-is-2-TP3-27_S21_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/124C/phyB-FLAG-in-the-phyb-background-control-is-2-TP3-27_S21/phyB-FLAG-in-the-phyb-background-control-is-2-TP3-27_S21_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	124C	S21	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/124C/phyB-FLAG-in-the-phyb-background-control-is-2-TP3-27_S21/phyB-FLAG-in-the-phyb-background-control-is-2-TP3-27_S21_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		phyB-FLAG-in-the-phyb-background-control-is-2-TP3-27	124C_S21_phyB-FLAG-in-the-phyb-background-control-is-2-TP3-27	Ath-TAIR10	525870	4803250	False
124CS19	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/124C/PhyB-FLAG-in-the-pifQ-1-TP2-27C_S19/PhyB-FLAG-in-the-pifQ-1-TP2-27C_S19_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/124C/PhyB-FLAG-in-the-pifQ-1-TP2-27C_S19/PhyB-FLAG-in-the-pifQ-1-TP2-27C_S19_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	PhyB-FLAG-in-the-pifQ-1-TP2-27C_S19_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/124C/PhyB-FLAG-in-the-pifQ-1-TP2-27C_S19/PhyB-FLAG-in-the-pifQ-1-TP2-27C_S19_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	124C	S19	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/124C/PhyB-FLAG-in-the-pifQ-1-TP2-27C_S19/PhyB-FLAG-in-the-pifQ-1-TP2-27C_S19_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		PhyB-FLAG-in-the-pifQ-1-TP2-27C	124C_S19_PhyB-FLAG-in-the-pifQ-1-TP2-27C	Ath-TAIR10	49408133	1140749430	False
124CS17	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/124C/PhyB-FLAG-in-the-pifQ--1-TP3-17C_S17/PhyB-FLAG-in-the-pifQ--1-TP3-17C_S17_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/124C/PhyB-FLAG-in-the-pifQ--1-TP3-17C_S17/PhyB-FLAG-in-the-pifQ--1-TP3-17C_S17_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	PhyB-FLAG-in-the-pifQ--1-TP3-17C_S17_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/124C/PhyB-FLAG-in-the-pifQ--1-TP3-17C_S17/PhyB-FLAG-in-the-pifQ--1-TP3-17C_S17_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	124C	S17	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/124C/PhyB-FLAG-in-the-pifQ--1-TP3-17C_S17/PhyB-FLAG-in-the-pifQ--1-TP3-17C_S17_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		PhyB-FLAG-in-the-pifQ--1-TP3-17C	124C_S17_PhyB-FLAG-in-the-pifQ--1-TP3-17C	Ath-TAIR10	48451847	1050230336	False
124CS20	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/124C/phyB-FLAG-in-the-pifQ--TP3-27C_S20/phyB-FLAG-in-the-pifQ--TP3-27C_S20_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/124C/phyB-FLAG-in-the-pifQ--TP3-27C_S20/phyB-FLAG-in-the-pifQ--TP3-27C_S20_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	phyB-FLAG-in-the-pifQ--TP3-27C_S20_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/124C/phyB-FLAG-in-the-pifQ--TP3-27C_S20/phyB-FLAG-in-the-pifQ--TP3-27C_S20_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	124C	S20	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/124C/phyB-FLAG-in-the-pifQ--TP3-27C_S20/phyB-FLAG-in-the-pifQ--TP3-27C_S20_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		phyB-FLAG-in-the-pifQ--TP3-27C	124C_S20_phyB-FLAG-in-the-pifQ--TP3-27C	Ath-TAIR10	50826254	1220183223	False
126CS23	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/LUX-17_S23/LUX-17_S23_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/LUX-17_S23/LUX-17_S23_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	LUX-17_S23_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/LUX-17_S23/LUX-17_S23_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	126C	S23	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/LUX-17_S23/LUX-17_S23_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		LUX-17	126C_S23_LUX-17	Ath-TAIR10	42674649	662639651	False
126CS24	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/LUX-27_S24/LUX-27_S24_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/LUX-27_S24/LUX-27_S24_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	LUX-27_S24_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/LUX-27_S24/LUX-27_S24_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	126C	S24	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/LUX-27_S24/LUX-27_S24_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		LUX-27	126C_S24_LUX-27	Ath-TAIR10	43577408	723491393	False
126CS10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP1-17_S10/TP1-17_S10_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP1-17_S10/TP1-17_S10_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	TP1-17_S10_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP1-17_S10/TP1-17_S10_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	126C	S10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP1-17_S10/TP1-17_S10_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		TP1-17	126C_S10_TP1-17	Ath-TAIR10	49379003	1029861773	False
126CS13	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP1-17_S13/TP1-17_S13_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP1-17_S13/TP1-17_S13_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	TP1-17_S13_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP1-17_S13/TP1-17_S13_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	126C	S13	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP1-17_S13/TP1-17_S13_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		TP1-17	126C_S13_TP1-17	Ath-TAIR10	23983	166211	False
126CS16	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP1-17_S16/TP1-17_S16_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP1-17_S16/TP1-17_S16_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	TP1-17_S16_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP1-17_S16/TP1-17_S16_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	126C	S16	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP1-17_S16/TP1-17_S16_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		TP1-17	126C_S16_TP1-17	Ath-TAIR10	43051873	665995479	False
126CS1	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP1-17_S1/TP1-17_S1_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP1-17_S1/TP1-17_S1_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	TP1-17_S1_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP1-17_S1/TP1-17_S1_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	126C	S1	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP1-17_S1/TP1-17_S1_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		TP1-17	126C_S1_TP1-17	Ath-TAIR10	13206329	107743220	False
126CS4	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP1-17_S4/TP1-17_S4_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP1-17_S4/TP1-17_S4_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	TP1-17_S4_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP1-17_S4/TP1-17_S4_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	126C	S4	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP1-17_S4/TP1-17_S4_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		TP1-17	126C_S4_TP1-17	Ath-TAIR10	38899929	511468924	False
126CS7	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP1-17_S7/TP1-17_S7_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP1-17_S7/TP1-17_S7_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	TP1-17_S7_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP1-17_S7/TP1-17_S7_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	126C	S7	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP1-17_S7/TP1-17_S7_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		TP1-17	126C_S7_TP1-17	Ath-TAIR10	21121518	182358239	False
126CS11	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP2-17_S11/TP2-17_S11_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP2-17_S11/TP2-17_S11_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	TP2-17_S11_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP2-17_S11/TP2-17_S11_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	126C	S11	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP2-17_S11/TP2-17_S11_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		TP2-17	126C_S11_TP2-17	Ath-TAIR10	46438477	831792822	False
126CS14	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP2-17_S14/TP2-17_S14_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP2-17_S14/TP2-17_S14_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	TP2-17_S14_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP2-17_S14/TP2-17_S14_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	126C	S14	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP2-17_S14/TP2-17_S14_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		TP2-17	126C_S14_TP2-17	Ath-TAIR10	45659600	800248384	False
126CS17	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP2-17_S17/TP2-17_S17_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP2-17_S17/TP2-17_S17_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	TP2-17_S17_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP2-17_S17/TP2-17_S17_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	126C	S17	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP2-17_S17/TP2-17_S17_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		TP2-17	126C_S17_TP2-17	Ath-TAIR10	42864465	664045121	False
126CS2	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP2-17_S2/TP2-17_S2_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP2-17_S2/TP2-17_S2_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	TP2-17_S2_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP2-17_S2/TP2-17_S2_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	126C	S2	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP2-17_S2/TP2-17_S2_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		TP2-17	126C_S2_TP2-17	Ath-TAIR10	22098015	201802900	False
126CS5	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP2-17_S5/TP2-17_S5_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP2-17_S5/TP2-17_S5_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	TP2-17_S5_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP2-17_S5/TP2-17_S5_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	126C	S5	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP2-17_S5/TP2-17_S5_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		TP2-17	126C_S5_TP2-17	Ath-TAIR10	14322842	115756802	False
126CS8	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP2-17_S8/TP2-17_S8_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP2-17_S8/TP2-17_S8_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	TP2-17_S8_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP2-17_S8/TP2-17_S8_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	126C	S8	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP2-17_S8/TP2-17_S8_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		TP2-17	126C_S8_TP2-17	Ath-TAIR10	23301287	210115331	False
126CS21	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP2-27C_S21/TP2-27C_S21_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP2-27C_S21/TP2-27C_S21_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	TP2-27C_S21_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP2-27C_S21/TP2-27C_S21_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	126C	S21	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP2-27C_S21/TP2-27C_S21_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		TP2-27C	126C_S21_TP2-27C	Ath-TAIR10	50901461	1215748836	False
126CS12	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP2-27_S12/TP2-27_S12_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP2-27_S12/TP2-27_S12_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	TP2-27_S12_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP2-27_S12/TP2-27_S12_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	126C	S12	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/126C/TP2-27_S12/TP2-27_S12_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		TP2-27	126C_S12_TP2-27	Ath-TAIR10	42280328	634853023	False
